services,date,time,ride_status,source,destination,duration,ride_id,distance,ride_charge,misc_charge,total_fare,payment_method,booking_datetime,service_type_clean,source_clean,destination_clean,payment_method_clean,is_completed,is_cancelled,booking_date,hour,day_of_week,day_of_week_num,is_weekend,month,month_name,week_of_year,time_period,route,distance_bucket,duration_bucket,fare_bucket,fare_per_km
bike,2024-08-13,15:43:05.611537,completed,Whitefield Side,Kothanur Viewpoint,97,RD5037690801609013,22.65,81.23,44.85,126.08,Amazon Pay,2024-08-13 15:43:05.611537,bike,whitefield side,kothanur viewpoint,amazon pay,1,0,2024-08-13,15,Tuesday,1,False,8,August,33,Daytime,whitefield side → kothanur viewpoint,Very Long (>15 km),Very Long (>60 min),Low Fare,5.566445916114791
auto,2024-07-07,06:45:12.611537,completed,Bommanahalli Meadows,Koramangala 8th Block Station,30,RD4409971627541775,18.22,730.81,25.66,756.4699999999999,GPay,2024-07-07 06:45:12.611537,auto,bommanahalli meadows,koramangala 8th block station,gpay,1,0,2024-07-07,6,Sunday,6,True,7,July,27,Morning Peak,bommanahalli meadows → koramangala 8th block station,Very Long (>15 km),Medium (15–30 min),Medium-High Fare,41.51866081229418
bike lite,2024-07-31,00:24:48.611537,completed,Dooravani Nagar 4th Stage,Horamavu Agara Lane,117,RD0307087572776974,25.92,832.41,4.32,836.73,Amazon Pay,2024-07-31 00:24:48.611537,bike lite,dooravani nagar 4th stage,horamavu agara lane,amazon pay,1,0,2024-07-31,0,Wednesday,2,False,7,July,31,Late Night,dooravani nagar 4th stage → horamavu agara lane,Very Long (>15 km),Very Long (>60 min),High Fare,32.28125
auto,2024-07-06,15:10:54.611537,cancelled,Hosur Esplanade,Koramangala 7th Block Landing,15,RD1318035997017341,1.56,,,,,2024-07-06 15:10:54.611537,auto,hosur esplanade,koramangala 7th block landing,,0,1,2024-07-06,15,Saturday,5,True,7,July,27,Daytime,hosur esplanade → koramangala 7th block landing,Short (≤3 km),Short (≤15 min),,
bike,2024-07-13,13:26:32.611537,completed,Jalahalli Cove,MG Road Village,118,RD6439744301930538,10.06,195.97,45.43,241.4,GPay,2024-07-13 13:26:32.611537,bike,jalahalli cove,mg road village,gpay,1,0,2024-07-13,13,Saturday,5,True,7,July,28,Daytime,jalahalli cove → mg road village,Long (7–15 km),Very Long (>60 min),Low Fare,23.996023856858848
auto,2024-08-06,01:29:36.611537,cancelled,Kothnur Arcade,Dommasandra Sector,94,RD1478749222585372,34.26,,,,,2024-08-06 01:29:36.611537,auto,kothnur arcade,dommasandra sector,,0,1,2024-08-06,1,Tuesday,1,False,8,August,32,Late Night,kothnur arcade → dommasandra sector,Very Long (>15 km),Very Long (>60 min),,
bike,2024-07-17,12:21:51.611537,completed,Koramangala 6th Block Heights,Hoodi District,52,RD8660354942009583,23.1,644.38,30.25,674.63,Amazon Pay,2024-07-17 12:21:51.611537,bike,koramangala 6th block heights,hoodi district,amazon pay,1,0,2024-07-17,12,Wednesday,2,False,7,July,29,Daytime,koramangala 6th block heights → hoodi district,Very Long (>15 km),Long (30–60 min),Medium-High Fare,29.204761904761902
cab economy,2024-07-16,07:23:55.611537,completed,Chokkanahalli Plaza,Agara Commons,51,RD0301707316648819,2.13,276.17,48.98,325.15000000000003,Amazon Pay,2024-07-16 07:23:55.611537,cab economy,chokkanahalli plaza,agara commons,amazon pay,1,0,2024-07-16,7,Tuesday,1,False,7,July,29,Morning Peak,chokkanahalli plaza → agara commons,Short (≤3 km),Long (30–60 min),Medium-Low Fare,152.65258215962444
bike,2024-07-26,23:39:47.611537,completed,Jakkur Place,Kodigehalli Station,107,RD6085275049845714,27.52,887.14,44.83,931.97,QR scan,2024-07-26 23:39:47.611537,bike,jakkur place,kodigehalli station,qr scan,1,0,2024-07-26,23,Friday,4,False,7,July,30,Night,jakkur place → kodigehalli station,Very Long (>15 km),Very Long (>60 min),High Fare,33.86518895348837
auto,2024-07-19,10:19:01.611537,completed,Kalyan Nagar 5th Block,Ramamurthy Nagar Alley,87,RD3296501152833020,23.37,821.13,27.54,848.67,QR scan,2024-07-19 10:19:01.611537,auto,kalyan nagar 5th block,ramamurthy nagar alley,qr scan,1,0,2024-07-19,10,Friday,4,False,7,July,29,Daytime,kalyan nagar 5th block → ramamurthy nagar alley,Very Long (>15 km),Very Long (>60 min),High Fare,36.31450577663671
auto,2024-08-04,00:13:25.611537,cancelled,Bellandur Outer Ring Road Heights,Jalahalli Arc,110,RD7436916444041291,31.47,,,,,2024-08-04 00:13:25.611537,auto,bellandur outer ring road heights,jalahalli arc,,0,1,2024-08-04,0,Sunday,6,True,8,August,31,Late Night,bellandur outer ring road heights → jalahalli arc,Very Long (>15 km),Very Long (>60 min),,
cab economy,2024-08-05,17:29:48.611537,completed,Jayanagar Hills,Hosur Road Enclave,101,RD6772376467272047,34.66,571.15,44.36,615.51,GPay,2024-08-05 17:29:48.611537,cab economy,jayanagar hills,hosur road enclave,gpay,1,0,2024-08-05,17,Monday,0,False,8,August,32,Evening Peak,jayanagar hills → hosur road enclave,Very Long (>15 km),Very Long (>60 min),Medium-High Fare,17.758511252163878
bike lite,2024-07-25,21:31:09.611537,completed,Mahalakshmi Layout Valley,RT Nagar Trail,108,RD9068844940635826,8.68,626.3,41.76,668.06,Amazon Pay,2024-07-25 21:31:09.611537,bike lite,mahalakshmi layout valley,rt nagar trail,amazon pay,1,0,2024-07-25,21,Thursday,3,False,7,July,30,Night,mahalakshmi layout valley → rt nagar trail,Long (7–15 km),Very Long (>60 min),Medium-High Fare,76.96543778801843
bike,2024-06-23,07:52:58.611537,completed,Yeshwanthpur Lane,ITI Layout Cross,73,RD1390348697964452,43.93,658.3,1.92,660.2199999999999,GPay,2024-06-23 07:52:58.611537,bike,yeshwanthpur lane,iti layout cross,gpay,1,0,2024-06-23,7,Sunday,6,True,6,June,25,Morning Peak,yeshwanthpur lane → iti layout cross,Very Long (>15 km),Very Long (>60 min),Medium-High Fare,15.028909628955153
parcel,2024-07-17,19:17:48.611537,completed,RMV 2nd Stage 4th Stage,Chikkalasandra Vista,110,RD2014074064021016,4.84,881.83,17.04,898.87,Paytm,2024-07-17 19:17:48.611537,parcel,rmv 2nd stage 4th stage,chikkalasandra vista,paytm,1,0,2024-07-17,19,Wednesday,2,False,7,July,29,Evening Peak,rmv 2nd stage 4th stage → chikkalasandra vista,Medium (3–7 km),Very Long (>60 min),High Fare,185.71694214876032
cab economy,2024-07-02,19:19:19.611537,completed,Kudlu Harbor,Kengeri Quarry,39,RD8224805430851756,32.14,796.7,40.29,836.99,Paytm,2024-07-02 19:19:19.611537,cab economy,kudlu harbor,kengeri quarry,paytm,1,0,2024-07-02,19,Tuesday,1,False,7,July,27,Evening Peak,kudlu harbor → kengeri quarry,Very Long (>15 km),Long (30–60 min),High Fare,26.042003733665215
auto,2024-07-04,23:00:43.611537,completed,Nelamangala Plaza,Chikkalasandra Loop,76,RD2878352339695608,4.71,483.75,46.82,530.57,GPay,2024-07-04 23:00:43.611537,auto,nelamangala plaza,chikkalasandra loop,gpay,1,0,2024-07-04,23,Thursday,3,False,7,July,27,Night,nelamangala plaza → chikkalasandra loop,Medium (3–7 km),Very Long (>60 min),Medium-Low Fare,112.6475583864119
auto,2024-07-21,17:05:49.611537,completed,Koramangala 6th Block Village,Sadashiva Nagar Park,34,RD5830917990465127,3.05,633.06,10.42,643.4799999999999,GPay,2024-07-21 17:05:49.611537,auto,koramangala 6th block village,sadashiva nagar park,gpay,1,0,2024-07-21,17,Sunday,6,True,7,July,29,Evening Peak,koramangala 6th block village → sadashiva nagar park,Medium (3–7 km),Long (30–60 min),Medium-High Fare,210.97704918032784
bike,2024-07-28,14:12:18.611537,completed,Sanjay Nagar Square,Horamavu Bridge,78,RD2508850756514057,38.42,120.87,1.91,122.78,QR scan,2024-07-28 14:12:18.611537,bike,sanjay nagar square,horamavu bridge,qr scan,1,0,2024-07-28,14,Sunday,6,True,7,July,30,Daytime,sanjay nagar square → horamavu bridge,Very Long (>15 km),Very Long (>60 min),Low Fare,3.195731389901093
bike,2024-08-01,20:11:45.611537,completed,Whitefield Alcove,Gottigere Vista,72,RD6278035897644864,46.75,631.65,20.16,651.81,Paytm,2024-08-01 20:11:45.611537,bike,whitefield alcove,gottigere vista,paytm,1,0,2024-08-01,20,Thursday,3,False,8,August,31,Night,whitefield alcove → gottigere vista,Very Long (>15 km),Very Long (>60 min),Medium-High Fare,13.942459893048127
bike,2024-07-05,18:39:12.611537,completed,Madivala Fields,Srirampura Quay,103,RD0497104537692871,7.61,689.13,6.73,695.86,GPay,2024-07-05 18:39:12.611537,bike,madivala fields,srirampura quay,gpay,1,0,2024-07-05,18,Friday,4,False,7,July,27,Evening Peak,madivala fields → srirampura quay,Long (7–15 km),Very Long (>60 min),Medium-High Fare,91.44021024967148
parcel,2024-07-17,04:04:31.611537,completed,Banaswadi Dam,Doddaballapur Vista,118,RD3311811904120613,27.45,545.92,28.93,574.8499999999999,Paytm,2024-07-17 04:04:31.611537,parcel,banaswadi dam,doddaballapur vista,paytm,1,0,2024-07-17,4,Wednesday,2,False,7,July,29,Late Night,banaswadi dam → doddaballapur vista,Very Long (>15 km),Very Long (>60 min),Medium-High Fare,20.941712204007285
bike lite,2024-06-17,17:47:12.611537,completed,Ramamurthy Nagar Farms,Vidya Vihar Works,72,RD4200214601311043,34.38,855.96,20.3,876.26,QR scan,2024-06-17 17:47:12.611537,bike lite,ramamurthy nagar farms,vidya vihar works,qr scan,1,0,2024-06-17,17,Monday,0,False,6,June,25,Evening Peak,ramamurthy nagar farms → vidya vihar works,Very Long (>15 km),Very Long (>60 min),High Fare,25.487492728330423
parcel,2024-07-15,12:07:05.611537,completed,Indiranagar Alley,Agara Colony,15,RD5926497777238631,35.01,698.73,36.97,735.7,GPay,2024-07-15 12:07:05.611537,parcel,indiranagar alley,agara colony,gpay,1,0,2024-07-15,12,Monday,0,False,7,July,29,Daytime,indiranagar alley → agara colony,Very Long (>15 km),Short (≤15 min),Medium-High Fare,21.013996001142534
auto,2024-07-17,00:13:08.611537,completed,Kalyan Nagar Station,Kengeri Passage,33,RD4654835827983766,18.86,690.95,47.45,738.4000000000001,GPay,2024-07-17 00:13:08.611537,auto,kalyan nagar station,kengeri passage,gpay,1,0,2024-07-17,0,Wednesday,2,False,7,July,29,Late Night,kalyan nagar station → kengeri passage,Very Long (>15 km),Long (30–60 min),Medium-High Fare,39.15164369034995
auto,2024-08-13,19:42:17.611537,completed,Koramangala 7th Block Court,Nelamangala Vista,18,RD6189023365571648,3.76,322.87,32.53,355.4,GPay,2024-08-13 19:42:17.611537,auto,koramangala 7th block court,nelamangala vista,gpay,1,0,2024-08-13,19,Tuesday,1,False,8,August,33,Evening Peak,koramangala 7th block court → nelamangala vista,Medium (3–7 km),Medium (15–30 min),Medium-Low Fare,94.52127659574468
bike,2024-06-17,20:32:02.611537,completed,Chikkajala Fork,Koramangala 8th Block Vista,47,RD2690993704116047,41.84,721.82,5.14,726.96,QR scan,2024-06-17 20:32:02.611537,bike,chikkajala fork,koramangala 8th block vista,qr scan,1,0,2024-06-17,20,Monday,0,False,6,June,25,Night,chikkajala fork → koramangala 8th block vista,Very Long (>15 km),Long (30–60 min),Medium-High Fare,17.374760994263863
bike,2024-08-05,19:51:03.611537,completed,Domlur Cut,ITI Layout Trail,119,RD0276642371103040,9.85,128.16,39.19,167.35,Paytm,2024-08-05 19:51:03.611537,bike,domlur cut,iti layout trail,paytm,1,0,2024-08-05,19,Monday,0,False,8,August,32,Evening Peak,domlur cut → iti layout trail,Long (7–15 km),Very Long (>60 min),Low Fare,16.98984771573604
cab economy,2024-08-08,18:12:23.611537,completed,Koramangala 6th Block Layout,BTM 2nd Stage Cove,117,RD3285982057662155,47.23,208.57,43.93,252.5,Paytm,2024-08-08 18:12:23.611537,cab economy,koramangala 6th block layout,btm 2nd stage cove,paytm,1,0,2024-08-08,18,Thursday,3,False,8,August,32,Evening Peak,koramangala 6th block layout → btm 2nd stage cove,Very Long (>15 km),Very Long (>60 min),Low Fare,5.346178276519162
auto,2024-08-02,17:34:27.611537,cancelled,Koramangala 4th Block Village,Banaswadi Pier,13,RD2653197613920224,13.55,,,,,2024-08-02 17:34:27.611537,auto,koramangala 4th block village,banaswadi pier,,0,1,2024-08-02,17,Friday,4,False,8,August,31,Evening Peak,koramangala 4th block village → banaswadi pier,Long (7–15 km),Short (≤15 min),,
bike lite,2024-08-07,11:22:28.611537,completed,Koramangala 7th Block Pointe,Anjanapura Harbor,21,RD1496004063168201,2.79,337.84,8.94,346.78,Amazon Pay,2024-08-07 11:22:28.611537,bike lite,koramangala 7th block pointe,anjanapura harbor,amazon pay,1,0,2024-08-07,11,Wednesday,2,False,8,August,32,Daytime,koramangala 7th block pointe → anjanapura harbor,Short (≤3 km),Medium (15–30 min),Medium-Low Fare,124.29390681003584
parcel,2024-07-01,10:47:46.611537,completed,Jakkasandra Cross,Hennur Road Loop,92,RD3318902560711794,4.39,694.89,34.61,729.5,Paytm,2024-07-01 10:47:46.611537,parcel,jakkasandra cross,hennur road loop,paytm,1,0,2024-07-01,10,Monday,0,False,7,July,27,Daytime,jakkasandra cross → hennur road loop,Medium (3–7 km),Very Long (>60 min),Medium-High Fare,166.1731207289294
auto,2024-08-07,11:21:51.611537,cancelled,Thanisandra Fork,Chandra Layout 5th Block,79,RD4208189057153375,23.85,,,,,2024-08-07 11:21:51.611537,auto,thanisandra fork,chandra layout 5th block,,0,1,2024-08-07,11,Wednesday,2,False,8,August,32,Daytime,thanisandra fork → chandra layout 5th block,Very Long (>15 km),Very Long (>60 min),,
parcel,2024-08-13,19:37:51.611537,completed,Kumaraswamy Layout Park,Byatarayanapura Fork,25,RD1305397797460684,23.36,350.51,2.52,353.03,QR scan,2024-08-13 19:37:51.611537,parcel,kumaraswamy layout park,byatarayanapura fork,qr scan,1,0,2024-08-13,19,Tuesday,1,False,8,August,33,Evening Peak,kumaraswamy layout park → byatarayanapura fork,Very Long (>15 km),Medium (15–30 min),Medium-Low Fare,15.112585616438356
auto,2024-07-10,15:47:50.611537,completed,Agrahara Layout Fields,Kumaraswamy Layout Sector,38,RD5020280191884199,18.11,807.99,19.83,827.82,Paytm,2024-07-10 15:47:50.611537,auto,agrahara layout fields,kumaraswamy layout sector,paytm,1,0,2024-07-10,15,Wednesday,2,False,7,July,28,Daytime,agrahara layout fields → kumaraswamy layout sector,Very Long (>15 km),Long (30–60 min),High Fare,45.71065709552734
cab economy,2024-06-17,00:53:24.611537,completed,RT Nagar 3rd Stage,Ramamurthy Nagar 2nd Stage,38,RD4653562200796359,4.21,863.91,38.52,902.43,Amazon Pay,2024-06-17 00:53:24.611537,cab economy,rt nagar 3rd stage,ramamurthy nagar 2nd stage,amazon pay,1,0,2024-06-17,0,Monday,0,False,6,June,25,Late Night,rt nagar 3rd stage → ramamurthy nagar 2nd stage,Medium (3–7 km),Long (30–60 min),High Fare,214.35391923990497
bike,2024-07-29,00:24:55.611537,completed,Ramamurthy Nagar Works,Nandini Layout Woods,14,RD9669131388323352,43.08,847.6,45.47,893.07,Paytm,2024-07-29 00:24:55.611537,bike,ramamurthy nagar works,nandini layout woods,paytm,1,0,2024-07-29,0,Monday,0,False,7,July,31,Late Night,ramamurthy nagar works → nandini layout woods,Very Long (>15 km),Short (≤15 min),High Fare,20.730501392757663
auto,2024-07-22,19:08:06.611537,cancelled,Jayanagar Dam,Rajarajeshwari Nagar Heights,54,RD1890384439245703,32.14,,,,,2024-07-22 19:08:06.611537,auto,jayanagar dam,rajarajeshwari nagar heights,,0,1,2024-07-22,19,Monday,0,False,7,July,30,Evening Peak,jayanagar dam → rajarajeshwari nagar heights,Very Long (>15 km),Long (30–60 min),,
bike,2024-07-09,01:31:44.611537,completed,Hoodi Commons,Banaswadi Loop,34,RD3134358671965317,14.56,758.98,26.18,785.16,Amazon Pay,2024-07-09 01:31:44.611537,bike,hoodi commons,banaswadi loop,amazon pay,1,0,2024-07-09,1,Tuesday,1,False,7,July,28,Late Night,hoodi commons → banaswadi loop,Long (7–15 km),Long (30–60 min),Medium-High Fare,53.925824175824175
cab economy,2024-06-28,18:26:18.611537,completed,Banaswadi 6th Block,Harohalli Extension,58,RD3870085586809460,41.06,367.29,43.41,410.7000000000001,Paytm,2024-06-28 18:26:18.611537,cab economy,banaswadi 6th block,harohalli extension,paytm,1,0,2024-06-28,18,Friday,4,False,6,June,26,Evening Peak,banaswadi 6th block → harohalli extension,Very Long (>15 km),Long (30–60 min),Medium-Low Fare,10.002435460302
cab economy,2024-07-15,14:15:09.611537,completed,Peenya Square,Mahadevapura Alcove,26,RD4745249396951310,13.42,875.03,30.44,905.47,QR scan,2024-07-15 14:15:09.611537,cab economy,peenya square,mahadevapura alcove,qr scan,1,0,2024-07-15,14,Monday,0,False,7,July,29,Daytime,peenya square → mahadevapura alcove,Long (7–15 km),Medium (15–30 min),High Fare,67.47168405365127
cab economy,2024-08-11,20:20:00.611537,completed,Varthur Ridge,Jakkur Vista,67,RD2679614344075257,33.98,134.04,5.57,139.61,Amazon Pay,2024-08-11 20:20:00.611537,cab economy,varthur ridge,jakkur vista,amazon pay,1,0,2024-08-11,20,Sunday,6,True,8,August,32,Night,varthur ridge → jakkur vista,Very Long (>15 km),Very Long (>60 min),Low Fare,4.108593290170689
bike,2024-06-19,12:19:28.611537,cancelled,Munnekollal Quay,ITI Layout Grove,11,RD9820032576359327,36.1,,,,,2024-06-19 12:19:28.611537,bike,munnekollal quay,iti layout grove,,0,1,2024-06-19,12,Wednesday,2,False,6,June,25,Daytime,munnekollal quay → iti layout grove,Very Long (>15 km),Short (≤15 min),,
bike,2024-08-13,14:39:57.611537,completed,Hosur Road Square,Domlur Cove,103,RD1969049827273314,25.47,883.18,37.58,920.76,QR scan,2024-08-13 14:39:57.611537,bike,hosur road square,domlur cove,qr scan,1,0,2024-08-13,14,Tuesday,1,False,8,August,33,Daytime,hosur road square → domlur cove,Very Long (>15 km),Very Long (>60 min),High Fare,36.150765606595996
cab economy,2024-08-01,00:20:47.611537,completed,Kaval Byrasandra Cove,Hosur Road Cut,13,RD6147221002086925,39.28,538.66,45.74,584.4,Amazon Pay,2024-08-01 00:20:47.611537,cab economy,kaval byrasandra cove,hosur road cut,amazon pay,1,0,2024-08-01,0,Thursday,3,False,8,August,31,Late Night,kaval byrasandra cove → hosur road cut,Very Long (>15 km),Short (≤15 min),Medium-High Fare,14.877800407331975
cab economy,2024-08-13,05:55:21.611537,completed,Nagasandra Road,Ganganagar Square,22,RD2290695345789758,23.37,294.68,29.65,324.33,Paytm,2024-08-13 05:55:21.611537,cab economy,nagasandra road,ganganagar square,paytm,1,0,2024-08-13,5,Tuesday,1,False,8,August,33,Late Night,nagasandra road → ganganagar square,Very Long (>15 km),Medium (15–30 min),Medium-Low Fare,13.878048780487804
bike,2024-07-10,10:38:02.611537,completed,Jakkur Square,Kothanur 4th Block,48,RD8049539772645795,46.11,347.72,23.04,370.7600000000001,Paytm,2024-07-10 10:38:02.611537,bike,jakkur square,kothanur 4th block,paytm,1,0,2024-07-10,10,Wednesday,2,False,7,July,28,Daytime,jakkur square → kothanur 4th block,Very Long (>15 km),Long (30–60 min),Medium-Low Fare,8.040772066796793
cab economy,2024-07-11,05:36:47.611537,cancelled,Kaggalipura Valley,Ulsoor Village,51,RD7768123230062768,16.94,,,,,2024-07-11 05:36:47.611537,cab economy,kaggalipura valley,ulsoor village,,0,1,2024-07-11,5,Thursday,3,False,7,July,28,Late Night,kaggalipura valley → ulsoor village,Very Long (>15 km),Long (30–60 min),,
bike,2024-07-08,08:43:59.611537,cancelled,Hebbal Ridge,Vidyaranyapura 1st Stage,100,RD3213869161700181,27.92,,,,,2024-07-08 08:43:59.611537,bike,hebbal ridge,vidyaranyapura 1st stage,,0,1,2024-07-08,8,Monday,0,False,7,July,28,Morning Peak,hebbal ridge → vidyaranyapura 1st stage,Very Long (>15 km),Very Long (>60 min),,
parcel,2024-07-07,00:33:35.611537,cancelled,Jalahalli Nagar,Dodda Banaswadi Alley,66,RD6591051309112636,41.26,,,,,2024-07-07 00:33:35.611537,parcel,jalahalli nagar,dodda banaswadi alley,,0,1,2024-07-07,0,Sunday,6,True,7,July,27,Late Night,jalahalli nagar → dodda banaswadi alley,Very Long (>15 km),Very Long (>60 min),,
auto,2024-07-25,22:03:03.611537,completed,Bommasandra Cove,Chikkabellandur Pass,10,RD0747316678088903,22.01,448.7,19.2,467.9,Amazon Pay,2024-07-25 22:03:03.611537,auto,bommasandra cove,chikkabellandur pass,amazon pay,1,0,2024-07-25,22,Thursday,3,False,7,July,30,Night,bommasandra cove → chikkabellandur pass,Very Long (>15 km),Short (≤15 min),Medium-Low Fare,21.258518855065876
bike lite,2024-07-10,15:04:19.611537,completed,Bhuvaneshwari Nagar Quay,Nagawara Promenade,106,RD7681653028618259,3.55,685.05,41.02,726.0699999999999,Amazon Pay,2024-07-10 15:04:19.611537,bike lite,bhuvaneshwari nagar quay,nagawara promenade,amazon pay,1,0,2024-07-10,15,Wednesday,2,False,7,July,28,Daytime,bhuvaneshwari nagar quay → nagawara promenade,Medium (3–7 km),Very Long (>60 min),Medium-High Fare,204.52676056338026
auto,2024-06-18,15:30:01.611537,completed,Madiwala Viewpoint,HRBR Layout Cove,11,RD8279990312218225,15.46,381.01,45.51,426.52,QR scan,2024-06-18 15:30:01.611537,auto,madiwala viewpoint,hrbr layout cove,qr scan,1,0,2024-06-18,15,Tuesday,1,False,6,June,25,Daytime,madiwala viewpoint → hrbr layout cove,Very Long (>15 km),Short (≤15 min),Medium-Low Fare,27.588615782664938
bike,2024-07-06,20:47:05.611537,completed,Dr. Shivaram Karanth Nagar Woods,BTM 2nd Stage Station,117,RD0684012636020758,31.17,519.96,15.1,535.0600000000001,Paytm,2024-07-06 20:47:05.611537,bike,dr. shivaram karanth nagar woods,btm 2nd stage station,paytm,1,0,2024-07-06,20,Saturday,5,True,7,July,27,Night,dr. shivaram karanth nagar woods → btm 2nd stage station,Very Long (>15 km),Very Long (>60 min),Medium-Low Fare,17.16586461341033
parcel,2024-08-10,01:00:41.611537,completed,Lingarajapuram Mews,Marathahalli Landing,113,RD0292277517074052,18.92,187.83,37.95,225.78000000000003,Amazon Pay,2024-08-10 01:00:41.611537,parcel,lingarajapuram mews,marathahalli landing,amazon pay,1,0,2024-08-10,1,Saturday,5,True,8,August,32,Late Night,lingarajapuram mews → marathahalli landing,Very Long (>15 km),Very Long (>60 min),Low Fare,11.933403805496829
auto,2024-07-28,02:10:20.611537,completed,Vasanth Nagar Square,Billekahalli 1st Stage,12,RD4856444235144107,30.19,626.78,17.39,644.17,QR scan,2024-07-28 02:10:20.611537,auto,vasanth nagar square,billekahalli 1st stage,qr scan,1,0,2024-07-28,2,Sunday,6,True,7,July,30,Late Night,vasanth nagar square → billekahalli 1st stage,Very Long (>15 km),Short (≤15 min),Medium-High Fare,21.33719774759854
bike,2024-07-20,16:25:42.611537,cancelled,Banerghatta Road Terrace,Banashankari Colony,81,RD9861565254249833,15.97,,,,,2024-07-20 16:25:42.611537,bike,banerghatta road terrace,banashankari colony,,0,1,2024-07-20,16,Saturday,5,True,7,July,29,Evening Peak,banerghatta road terrace → banashankari colony,Very Long (>15 km),Very Long (>60 min),,
cab economy,2024-07-03,00:45:26.611537,completed,Ashok Nagar 4th Stage,Nagwara Yard,117,RD7815054191050918,8.69,398.27,22.97,421.24,Paytm,2024-07-03 00:45:26.611537,cab economy,ashok nagar 4th stage,nagwara yard,paytm,1,0,2024-07-03,0,Wednesday,2,False,7,July,27,Late Night,ashok nagar 4th stage → nagwara yard,Long (7–15 km),Very Long (>60 min),Medium-Low Fare,48.47410817031071
cab economy,2024-07-25,16:14:38.611537,completed,Mahalakshmi Layout Side,Kothaguda Estate,11,RD4024018991497954,20.89,558.71,19.91,578.62,Paytm,2024-07-25 16:14:38.611537,cab economy,mahalakshmi layout side,kothaguda estate,paytm,1,0,2024-07-25,16,Thursday,3,False,7,July,30,Evening Peak,mahalakshmi layout side → kothaguda estate,Very Long (>15 km),Short (≤15 min),Medium-High Fare,27.698420296792722
auto,2024-07-29,15:06:51.611537,completed,Sanjay Nagar Yard,Kalyan Nagar 2nd Block,62,RD8229524329188433,49.85,398.82,40.89,439.71,Amazon Pay,2024-07-29 15:06:51.611537,auto,sanjay nagar yard,kalyan nagar 2nd block,amazon pay,1,0,2024-07-29,15,Monday,0,False,7,July,31,Daytime,sanjay nagar yard → kalyan nagar 2nd block,Very Long (>15 km),Very Long (>60 min),Medium-Low Fare,8.820661985957873
auto,2024-08-08,12:18:32.611537,completed,Yelahanka 2nd Stage,Madivala Plaza,80,RD7696285684102120,4.46,803.96,32.81,836.77,Paytm,2024-08-08 12:18:32.611537,auto,yelahanka 2nd stage,madivala plaza,paytm,1,0,2024-08-08,12,Thursday,3,False,8,August,32,Daytime,yelahanka 2nd stage → madivala plaza,Medium (3–7 km),Very Long (>60 min),High Fare,187.61659192825113
auto,2024-08-13,19:36:24.611537,completed,Nayandahalli Meadows,Banaswadi Valley,111,RD6008183846059246,26.62,561.38,33.34,594.72,QR scan,2024-08-13 19:36:24.611537,auto,nayandahalli meadows,banaswadi valley,qr scan,1,0,2024-08-13,19,Tuesday,1,False,8,August,33,Evening Peak,nayandahalli meadows → banaswadi valley,Very Long (>15 km),Very Long (>60 min),Medium-High Fare,22.341096919609317
auto,2024-07-23,01:02:44.611537,completed,Kasavanahalli Landing,Horamavu Plaza,79,RD0033388410016778,24.74,92.82,34.52,127.34,GPay,2024-07-23 01:02:44.611537,auto,kasavanahalli landing,horamavu plaza,gpay,1,0,2024-07-23,1,Tuesday,1,False,7,July,30,Late Night,kasavanahalli landing → horamavu plaza,Very Long (>15 km),Very Long (>60 min),Low Fare,5.147130153597414
auto,2024-08-15,02:55:37.611537,completed,Ganganagar 3rd Stage,RMV 2nd Stage 6th Block,57,RD1317401249963173,20.88,661.87,36.53,698.4,Amazon Pay,2024-08-15 02:55:37.611537,auto,ganganagar 3rd stage,rmv 2nd stage 6th block,amazon pay,1,0,2024-08-15,2,Thursday,3,False,8,August,33,Late Night,ganganagar 3rd stage → rmv 2nd stage 6th block,Very Long (>15 km),Long (30–60 min),Medium-High Fare,33.44827586206897
bike,2024-07-24,01:01:54.611537,completed,Chikkagubbi Complex,Horamavu Agara Lane,91,RD6596685001579018,47.05,524.88,24.16,549.04,GPay,2024-07-24 01:01:54.611537,bike,chikkagubbi complex,horamavu agara lane,gpay,1,0,2024-07-24,1,Wednesday,2,False,7,July,30,Late Night,chikkagubbi complex → horamavu agara lane,Very Long (>15 km),Very Long (>60 min),Medium-High Fare,11.669287991498406
parcel,2024-08-10,04:22:35.611537,completed,Doddakannelli Trail,Srirampura Viewpoint,18,RD0023192463404273,31.49,572.81,30.13,602.9399999999999,QR scan,2024-08-10 04:22:35.611537,parcel,doddakannelli trail,srirampura viewpoint,qr scan,1,0,2024-08-10,4,Saturday,5,True,8,August,32,Late Night,doddakannelli trail → srirampura viewpoint,Very Long (>15 km),Medium (15–30 min),Medium-High Fare,19.147030803429658
cab economy,2024-07-05,18:54:34.611537,completed,Kengeri Works,Benniganahalli Grove,64,RD8928379986677659,7.15,267.88,39.17,307.05,GPay,2024-07-05 18:54:34.611537,cab economy,kengeri works,benniganahalli grove,gpay,1,0,2024-07-05,18,Friday,4,False,7,July,27,Evening Peak,kengeri works → benniganahalli grove,Long (7–15 km),Very Long (>60 min),Low Fare,42.94405594405595
